product_id,category,color,size,season,supplier,cost_price,list_price
P000483,shoes,green,m,summer,supplierb,65.89,35.36
P000484,accessories,yellow,l,spring,supplierb,75.87,148.94
P000485,dresses,black,xs,winter,supplierc,73.85,142.05
P000486,tops,yellow,l,summer,supplierd,75.16,130.11
P000487,dresses,black,xs,winter,supplierb,28.98,124.06
P000488,tops,white,s,summer,suppliera,41.47,23.49
P000489,bottoms,black,xs,summer,supplierd,29.11,53.99
P000490,shoes,yellow,xl,spring,suppliera,41.82,170.73
P000491,dresses,green,xs,summer,supplierc,73.62,103.98
P000492,accessories,black,m,summer,supplierd,61.96,157.57
P000493,bottoms,black,s,winter,supplierd,19.79,25.0
P000494,dresses,white,xs,winter,supplierc,60.82,152.34
P000495,accessories,red,l,summer,supplierb,49.45,125.77
P000496,dresses,red,xl,winter,suppliera,25.24,125.32
P000497,tops,green,m,fall,suppliera,67.25,108.74
P000498,dresses,blue,xs,summer,supplierc,72.62,20.13
P000499,dresses,blue,xs,fall,supplierb,36.49,51.17
P000500,dresses,white,m,summer,supplierd,5.78,113.94
P000501,bottoms,yellow,m,spring,suppliera,8.33,87.33
P000502,dresses,yellow,xs,winter,supplierc,65.18,80.46
P000503,accessories,black,l,fall,suppliera,7.37,188.76
P000504,tops,white,l,spring,supplierb,26.64,85.5
P000505,tops,,l,spring,supplierc,56.08,153.39
P000506,dresses,red,xs,fall,suppliera,35.82,58.64
P000507,bottoms,green,s,summer,supplierc,37.37,22.67
P000508,bottoms,blue,xs,spring,supplierc,55.25,122.99
P000509,accessories,black,s,winter,suppliera,15.21,79.43
P000510,dresses,blue,l,spring,supplierb,58.86,149.33
P000511,tops,red,xs,spring,supplierb,20.87,194.83
P000512,bottoms,black,l,spring,supplierc,32.06,143.45
P000513,dresses,red,xs,spring,suppliera,54.53,62.38
P000514,bottoms,blue,l,fall,suppliera,30.3,169.89
P000515,bottoms,blue,m,winter,suppliera,18.47,189.22
P000516,tops,red,xs,fall,supplierb,24.92,135.35
P000517,shoes,black,s,spring,supplierd,15.28,24.2
P000518,accessories,red,l,fall,supplierd,51.21,183.56
P000519,accessories,black,xl,fall,suppliera,39.96,129.8
P000520,tops,white,s,summer,supplierc,28.44,71.45
P000521,bottoms,white,xl,summer,supplierc,5.5,162.1
P000522,dresses,black,l,summer,supplierd,25.2,185.7
P000523,bottoms,red,xs,fall,supplierd,40.62,87.87
P000524,tops,black,xs,fall,supplierb,61.51,109.66
P000525,accessories,blue,xs,fall,suppliera,16.67,127.44
P000526,bottoms,,xl,winter,suppliera,43.0,40.81
P000527,accessories,yellow,l,fall,supplierb,24.42,23.31
P000528,dresses,black,m,fall,suppliera,31.73,198.75
P000529,accessories,blue,xs,fall,supplierd,77.25,22.45
P000530,accessories,green,l,winter,supplierc,49.11,131.89
P000531,shoes,blue,m,winter,supplierb,11.47,127.46
P000532,shoes,yellow,m,fall,suppliera,41.24,89.09
P000533,shoes,black,l,fall,supplierb,66.91,26.56
P000534,accessories,red,xs,summer,suppliera,52.17,180.94
P000535,tops,red,xs,spring,suppliera,10.25,87.65
P000536,accessories,white,s,winter,suppliera,58.08,84.3
P000537,tops,yellow,l,winter,supplierd,15.99,131.6
P000538,tops,black,m,summer,supplierb,78.48,155.39
P000539,shoes,blue,xl,spring,suppliera,52.33,195.27
P000540,bottoms,blue,xl,fall,supplierd,34.77,105.51
P000541,dresses,yellow,xs,fall,supplierd,67.96,90.77
P000542,shoes,black,s,fall,suppliera,29.34,79.66
P000543,shoes,blue,xl,spring,supplierd,26.43,194.01
P000544,bottoms,green,xs,fall,supplierd,20.93,20.55
P000545,dresses,yellow,s,summer,supplierc,61.0,103.37
P000546,accessories,white,xl,winter,supplierd,79.1,27.92
P000547,accessories,red,m,winter,supplierd,55.79,149.86
P000548,shoes,,xl,spring,supplierb,21.84,112.33
P000549,dresses,green,xl,spring,supplierc,65.15,43.61
P000550,shoes,black,xl,summer,supplierb,69.57,30.64
P000551,tops,blue,xl,summer,supplierc,45.87,163.17
P000552,shoes,yellow,xs,winter,supplierb,76.21,82.3
P000553,shoes,black,l,summer,supplierd,77.11,150.22
P000554,accessories,green,m,summer,supplierb,35.04,135.03
P000555,accessories,green,l,spring,suppliera,14.91,177.8
P000556,accessories,red,xs,summer,supplierb,59.26,50.67
P000557,tops,black,xl,summer,supplierb,34.57,182.11
P000558,accessories,white,s,winter,suppliera,32.69,74.69
P000559,dresses,red,s,spring,supplierc,29.17,102.64
P000560,bottoms,black,l,winter,suppliera,52.29,97.4
P000561,dresses,black,s,summer,supplierc,45.88,134.44
P000562,dresses,green,l,summer,suppliera,49.17,91.14
P000563,accessories,yellow,m,summer,supplierd,7.65,89.42
P000564,bottoms,green,s,summer,suppliera,71.59,72.27
P000565,bottoms,black,xl,spring,supplierc,35.99,59.64
P000566,bottoms,yellow,xs,winter,supplierb,49.65,105.05
P000567,tops,yellow,m,fall,supplierd,62.84,69.91
P000568,accessories,green,s,winter,supplierb,27.37,189.88
P000569,bottoms,black,s,fall,supplierc,26.32,79.16
P000570,tops,black,l,winter,supplierb,66.22,111.8
P000571,shoes,yellow,m,winter,supplierb,60.86,146.56
P000572,shoes,red,xs,fall,supplierb,37.42,92.69
P000573,tops,red,xs,fall,supplierd,12.35,61.24
P000574,tops,white,l,fall,supplierb,32.48,122.0
P000575,accessories,red,l,spring,supplierc,64.2,159.37
P000576,accessories,blue,l,winter,supplierd,7.64,54.35
P000577,shoes,blue,s,spring,supplierc,56.73,46.51
P000578,bottoms,green,m,spring,supplierd,73.75,118.76
P000579,shoes,yellow,xs,summer,suppliera,44.51,163.36
P000580,bottoms,blue,xl,summer,supplierc,51.72,52.89
P000581,bottoms,red,xs,fall,suppliera,35.48,121.49
P000582,accessories,yellow,m,spring,supplierc,17.39,173.48
P000583,dresses,white,l,fall,supplierc,71.65,81.34
P000584,dresses,black,s,summer,suppliera,37.35,145.77
P000585,tops,white,xs,spring,supplierd,74.46,140.79
P000586,accessories,red,xl,summer,supplierc,44.52,173.37
P000587,bottoms,red,s,summer,supplierb,76.78,95.33
P000588,dresses,red,xs,summer,supplierb,72.84,38.05
P000589,bottoms,green,m,fall,supplierd,54.46,108.58
P000590,dresses,blue,xs,spring,supplierc,36.87,132.58
P000591,dresses,red,xl,summer,suppliera,65.36,94.4
P000592,dresses,black,s,summer,supplierb,53.4,27.94
P000593,accessories,blue,xs,fall,supplierc,57.79,141.02
P000594,shoes,blue,xl,spring,supplierc,56.61,21.72
P000595,bottoms,green,xs,summer,supplierc,57.58,181.47
P000596,accessories,white,xs,fall,supplierc,68.12,79.86
P000597,accessories,yellow,l,fall,supplierd,73.5,195.04
P000598,accessories,blue,xl,spring,suppliera,49.51,68.55
P000599,accessories,blue,xs,summer,suppliera,25.33,130.43
P000600,accessories,red,s,winter,suppliera,26.37,166.35
P000601,tops,black,m,summer,suppliera,36.24,129.67
P000602,bottoms,red,l,winter,supplierd,28.31,85.25
P000603,accessories,black,l,summer,suppliera,34.89,144.04
P000604,bottoms,blue,l,fall,supplierd,58.61,166.94
P000605,tops,black,m,winter,supplierc,75.86,36.65
P000606,tops,red,xl,spring,supplierb,11.76,175.62
P000607,bottoms,,s,summer,supplierd,41.21,44.38
P000608,dresses,white,m,spring,suppliera,52.15,112.28
P000609,shoes,green,s,summer,suppliera,14.17,126.34
P000610,dresses,white,s,winter,supplierb,7.66,19.41
P000611,dresses,blue,l,summer,suppliera,24.55,142.12
P000612,dresses,black,xs,spring,supplierd,23.93,69.11
P000613,accessories,red,s,summer,supplierc,47.08,119.96
P000614,tops,red,s,winter,suppliera,36.14,55.64
P000615,dresses,red,s,spring,supplierb,62.51,185.14
P000616,tops,yellow,s,fall,supplierb,47.73,153.09
P000617,bottoms,red,l,summer,suppliera,40.1,191.47
P000618,shoes,yellow,s,summer,supplierc,27.09,129.66
P000619,bottoms,blue,xs,fall,supplierb,44.83,102.45
P000620,bottoms,green,xl,summer,supplierc,68.18,131.35
P000621,accessories,,xl,fall,supplierb,66.19,65.24
P000622,shoes,yellow,s,summer,suppliera,7.55,181.31
P000623,bottoms,white,l,spring,suppliera,22.5,48.32
P000624,bottoms,yellow,xs,fall,supplierb,62.5,44.19
P000625,shoes,red,xs,spring,supplierc,32.69,116.67
P000626,shoes,red,s,summer,supplierd,67.68,135.31
P000627,bottoms,black,l,fall,supplierc,72.0,145.63
P000628,shoes,red,xl,summer,suppliera,62.49,87.99
P000629,bottoms,white,m,summer,supplierc,8.68,177.41
P000630,bottoms,black,s,spring,supplierd,75.2,71.14
P000631,accessories,black,s,winter,supplierb,39.49,170.84
P000632,dresses,red,s,winter,supplierb,5.9,67.04
P000633,bottoms,black,l,summer,supplierb,26.57,160.92
P000634,tops,green,m,spring,supplierd,49.68,15.26
P000635,dresses,red,l,summer,supplierd,30.58,60.19
P000636,dresses,green,s,fall,supplierb,46.52,191.76
P000637,dresses,red,m,fall,supplierc,32.09,104.12
P000638,accessories,yellow,xs,summer,supplierd,36.61,133.71
P000639,bottoms,green,xs,winter,supplierb,8.35,88.91
P000640,accessories,red,m,fall,suppliera,48.19,157.21
P000641,bottoms,white,s,fall,supplierd,71.61,199.26
P000642,accessories,yellow,l,fall,suppliera,62.09,80.2
P000643,accessories,yellow,s,fall,supplierb,54.42,164.58
P000644,tops,yellow,m,spring,suppliera,14.53,23.35
P000645,accessories,red,s,spring,suppliera,63.13,170.5
P000646,shoes,white,s,winter,suppliera,34.23,166.83
P000647,tops,blue,xs,winter,suppliera,13.87,197.19
P000648,accessories,yellow,xl,fall,suppliera,47.19,80.59
P000649,dresses,blue,l,winter,suppliera,31.11,116.02
P000650,shoes,red,s,fall,supplierc,27.97,27.46
P000651,shoes,yellow,xs,fall,supplierb,61.48,174.27
P000652,shoes,white,xl,fall,supplierd,25.29,67.52
P000653,tops,white,xs,summer,suppliera,45.3,60.47
P000654,accessories,yellow,s,spring,supplierb,22.93,79.13
P000655,accessories,black,l,spring,supplierb,43.94,81.91
P000656,dresses,black,xl,summer,suppliera,42.12,59.08
P000657,dresses,yellow,s,spring,supplierd,23.12,118.53
P000658,shoes,green,m,fall,supplierd,64.5,151.02
P000659,dresses,black,s,fall,supplierd,15.76,117.76
P000660,tops,red,xs,summer,supplierc,5.94,125.04
P000661,accessories,black,s,spring,supplierd,77.4,128.09
P000662,shoes,black,m,spring,supplierd,43.36,179.43
P000663,dresses,red,m,summer,supplierb,31.25,188.06
P000664,tops,red,s,fall,supplierd,21.13,168.22
P000665,tops,green,m,spring,supplierd,68.29,84.92
P000666,dresses,white,xs,winter,supplierc,49.77,41.5
P000667,accessories,black,m,fall,suppliera,33.44,145.96
P000668,dresses,yellow,m,fall,supplierc,11.4,187.12
P000669,shoes,yellow,l,summer,supplierb,60.64,34.0
P000670,dresses,blue,xs,summer,supplierd,20.7,86.71
P000671,tops,white,m,fall,supplierb,12.56,51.68
P000672,dresses,red,s,fall,supplierb,21.57,172.35
P000673,accessories,yellow,m,winter,supplierc,69.02,65.54
P000674,bottoms,black,xl,spring,suppliera,57.62,146.79
P000675,dresses,green,xl,fall,supplierd,32.88,28.1
P000676,accessories,blue,xs,winter,supplierc,36.07,190.78
P000677,accessories,white,xl,fall,supplierb,69.62,177.26
P000678,tops,black,xl,winter,supplierb,41.77,143.42
P000679,accessories,red,m,fall,suppliera,29.57,85.97
P000680,accessories,white,xs,spring,supplierc,26.28,56.8
P000681,accessories,blue,l,fall,supplierd,61.81,35.17
P000682,accessories,red,m,fall,supplierb,21.83,120.72
P000683,shoes,blue,l,summer,supplierd,58.44,40.36
P000684,shoes,black,s,spring,supplierb,71.76,59.1
P000685,tops,white,xl,fall,suppliera,35.56,71.62
P000686,dresses,green,m,fall,supplierc,63.32,98.46
P000687,accessories,black,xs,winter,supplierc,8.28,156.74
P000688,dresses,yellow,xl,spring,suppliera,18.34,134.89
P000689,dresses,black,s,winter,suppliera,18.21,40.6
P000690,tops,green,xl,spring,supplierb,21.26,97.96
P000691,accessories,green,xl,winter,supplierd,62.45,191.4
P000692,accessories,yellow,l,summer,supplierc,77.39,135.73
P000693,bottoms,yellow,s,fall,supplierd,31.4,183.86
P000694,dresses,red,xs,summer,supplierd,54.46,113.12
P000695,dresses,blue,xl,winter,suppliera,39.4,57.78
P000696,shoes,black,xl,summer,suppliera,26.87,89.34
P000697,bottoms,red,xs,winter,supplierb,40.61,192.97
P000698,shoes,yellow,xs,fall,supplierb,60.02,176.37
P000699,shoes,red,m,summer,suppliera,8.02,101.86
P000700,shoes,black,m,summer,suppliera,73.13,134.09
P000701,tops,blue,xl,winter,supplierb,44.22,11.22
P000702,tops,green,m,spring,supplierc,21.41,61.24
P000703,shoes,black,xl,spring,supplierc,46.21,62.62
P000704,bottoms,blue,xs,winter,supplierb,42.97,192.73
P000705,dresses,green,m,winter,supplierc,43.52,123.56
P000706,bottoms,white,s,fall,supplierc,60.45,133.12
P000707,accessories,black,s,fall,supplierd,65.64,21.23
P000708,tops,yellow,xs,fall,supplierd,7.11,158.81
P000709,dresses,black,xl,winter,suppliera,76.08,178.35
P000710,dresses,yellow,s,summer,supplierd,11.81,132.79
P000711,accessories,blue,m,summer,supplierc,53.26,115.98
P000712,accessories,red,l,summer,suppliera,74.48,97.53
P000713,shoes,red,xl,spring,supplierc,76.46,192.7
P000714,tops,blue,m,spring,supplierb,63.33,102.0
P000715,tops,black,xl,spring,supplierc,46.22,147.86
P000716,bottoms,black,m,winter,suppliera,33.68,39.28
P000717,shoes,yellow,xs,fall,supplierb,37.13,19.38
P000718,shoes,black,xs,summer,suppliera,16.5,94.1
P000719,shoes,white,xs,summer,supplierb,51.66,160.24
P000720,shoes,yellow,xs,winter,supplierb,26.42,167.09
P000721,tops,red,m,fall,supplierc,22.58,192.04
P000722,tops,white,s,summer,supplierc,23.93,116.28
P000723,shoes,black,m,summer,suppliera,35.92,74.38
P000724,bottoms,red,m,winter,supplierb,8.59,187.96
P000725,dresses,yellow,l,fall,suppliera,13.76,96.48
P000726,dresses,black,l,summer,supplierd,38.82,135.28
P000727,bottoms,yellow,m,spring,supplierc,42.26,130.77
P000728,shoes,black,xs,summer,supplierb,68.6,91.02
P000729,tops,blue,l,summer,suppliera,60.01,57.33
P000730,dresses,red,l,spring,suppliera,41.66,184.3
P000731,accessories,black,m,winter,supplierb,8.39,115.51
P000732,accessories,green,xl,spring,supplierc,59.47,89.16
P000733,bottoms,green,l,winter,supplierb,46.36,56.81
P000734,shoes,yellow,xs,fall,supplierc,71.26,176.42
P000735,dresses,black,m,spring,suppliera,29.44,79.87
P000736,shoes,blue,xl,summer,suppliera,16.38,115.77
P000737,dresses,yellow,s,spring,supplierb,41.65,177.47
P000738,bottoms,black,xs,winter,supplierd,23.44,55.85
P000739,bottoms,green,xs,summer,supplierd,74.68,127.3
P000740,accessories,red,m,summer,suppliera,74.12,29.27
P000741,shoes,blue,s,fall,supplierb,49.71,25.4
P000742,accessories,black,xs,winter,supplierd,76.16,113.37
P000743,shoes,green,xs,fall,supplierd,10.48,104.8
P000744,accessories,red,m,summer,suppliera,32.42,67.97
P000745,tops,green,xs,winter,suppliera,62.91,22.44
P000746,tops,yellow,xl,spring,supplierb,39.46,32.08
P000747,tops,blue,s,summer,suppliera,65.66,108.73
P000748,tops,yellow,l,winter,supplierb,12.5,10.86
P000749,dresses,white,l,summer,supplierd,17.97,54.17
P000750,tops,black,s,fall,supplierc,69.42,38.68
P000751,bottoms,yellow,xl,winter,supplierd,12.33,50.13
P000752,bottoms,red,m,fall,supplierd,16.16,177.5
P000753,dresses,blue,m,fall,supplierd,17.35,89.84
P000754,tops,blue,l,winter,supplierb,62.07,117.85
P000755,tops,white,xs,winter,supplierd,32.15,185.69
P000756,tops,white,s,winter,suppliera,45.75,127.66
P000757,accessories,black,xl,fall,suppliera,26.82,79.83
P000758,shoes,yellow,m,winter,supplierd,50.96,60.87
P000759,accessories,black,s,winter,supplierb,26.51,82.96
P000760,shoes,yellow,xs,fall,suppliera,78.4,22.0
P000761,tops,yellow,l,summer,supplierd,61.08,69.88
P000762,tops,blue,xs,fall,supplierb,69.14,108.92
P000763,accessories,yellow,xl,winter,supplierd,31.43,90.64
P000764,accessories,black,l,summer,supplierc,18.32,141.47
P000765,shoes,black,xs,summer,supplierb,35.65,63.09
P000766,bottoms,white,xl,spring,supplierd,34.55,27.18
P000767,shoes,blue,xl,summer,supplierd,77.68,56.1
P000768,accessories,green,xl,winter,supplierc,10.76,54.67
P000769,accessories,green,s,summer,supplierc,77.14,95.87
P000770,dresses,red,xl,summer,suppliera,69.08,73.07
P000771,accessories,white,m,spring,supplierb,13.33,99.3
P000772,dresses,red,xl,summer,suppliera,65.0,114.12
P000773,bottoms,blue,xs,spring,suppliera,75.29,134.08
P000774,shoes,green,m,fall,supplierd,28.97,39.08
P000775,shoes,green,l,winter,supplierd,35.9,128.02
P000776,dresses,green,m,fall,supplierc,35.71,86.12
P000777,shoes,red,xs,fall,suppliera,62.82,89.07
P000778,accessories,black,l,fall,suppliera,29.45,106.44
P000779,tops,red,xs,winter,supplierd,42.72,147.81
P000780,dresses,green,xs,winter,suppliera,23.15,136.18
P000781,shoes,white,s,fall,suppliera,74.34,127.6
P000782,dresses,white,s,summer,suppliera,73.35,120.21
P000783,dresses,,xs,fall,supplierd,43.46,137.05
P000784,tops,red,xl,spring,supplierd,71.63,114.43
P000785,accessories,yellow,s,spring,supplierd,46.68,154.23
P000786,dresses,yellow,xs,summer,supplierb,25.05,33.41
P000787,shoes,red,m,fall,supplierd,35.04,56.22
P000788,bottoms,yellow,xs,fall,suppliera,54.18,148.01
P000789,dresses,blue,xs,fall,supplierc,73.0,73.72
P000790,dresses,red,l,summer,supplierb,6.88,52.94
P000791,tops,yellow,s,fall,supplierc,17.8,114.63
P000792,accessories,yellow,l,summer,supplierd,71.75,39.73
P000793,bottoms,red,xl,summer,supplierd,20.28,39.54
P000794,shoes,green,xs,summer,supplierc,77.53,22.81
P000795,bottoms,yellow,s,winter,supplierc,18.48,176.31
P000796,shoes,black,s,winter,supplierc,74.81,123.69
P000797,accessories,green,s,spring,supplierb,29.68,96.13
P000798,shoes,black,xs,spring,supplierd,78.14,18.81
P000799,tops,green,xs,winter,supplierc,74.59,192.9
P000800,tops,green,m,winter,suppliera,64.04,161.19
P000801,tops,blue,l,fall,supplierc,60.96,68.01
P000802,tops,yellow,l,winter,supplierb,59.87,161.12
P000803,bottoms,black,xs,fall,suppliera,54.93,154.0
P000804,accessories,green,xl,summer,supplierd,41.72,137.43
P000805,shoes,green,s,summer,supplierb,78.1,115.42
P000806,shoes,black,xs,spring,suppliera,24.49,79.85
P000807,tops,blue,xs,fall,suppliera,66.4,108.69
P000808,tops,black,xs,fall,suppliera,15.15,107.87
P000809,dresses,blue,s,fall,supplierd,47.4,44.16
P000810,accessories,blue,s,spring,supplierb,32.55,65.75
P000811,bottoms,white,xs,winter,supplierc,36.66,20.61
P000812,shoes,blue,m,summer,supplierb,46.66,198.98
P000813,dresses,white,l,summer,supplierc,5.41,153.07
P000814,dresses,yellow,m,fall,suppliera,21.97,25.46
P000815,shoes,red,m,summer,suppliera,56.62,180.86
P000816,bottoms,blue,xs,winter,suppliera,67.11,88.34
P000817,dresses,black,s,fall,suppliera,18.59,99.13
P000818,dresses,white,l,spring,supplierc,40.42,67.83
P000819,accessories,red,m,winter,supplierd,19.58,54.65
P000820,bottoms,yellow,xl,fall,supplierd,46.01,142.33
P000821,dresses,red,s,winter,supplierc,49.91,27.81
P000822,bottoms,blue,s,fall,suppliera,15.33,97.14
P000823,shoes,black,l,summer,supplierd,58.18,35.07
P000824,tops,blue,l,spring,supplierb,77.86,55.33
P000825,dresses,green,l,winter,supplierb,71.01,56.96
P000826,accessories,red,xs,winter,supplierc,66.44,41.08
P000827,shoes,green,s,fall,supplierc,65.1,134.01
P000828,bottoms,green,xs,fall,suppliera,43.65,159.21
P000829,shoes,white,xs,winter,suppliera,71.28,194.36
P000830,dresses,green,xs,summer,suppliera,58.46,199.75
P000831,bottoms,red,s,winter,supplierb,21.3,140.92
P000832,tops,red,xl,summer,supplierc,16.48,181.94
P000833,shoes,black,m,winter,supplierd,32.85,46.65
P000834,dresses,blue,s,fall,supplierb,12.88,39.66
P000835,accessories,black,s,summer,supplierc,13.2,191.66
P000836,bottoms,black,l,spring,suppliera,42.03,21.54
P000837,shoes,blue,m,spring,supplierb,39.32,89.32
P000838,shoes,red,l,fall,supplierb,69.4,65.23
P000839,tops,white,xl,winter,supplierc,22.7,83.37
P000840,tops,green,xs,winter,supplierb,77.67,145.7
P000841,accessories,white,l,spring,supplierb,16.77,124.05
P000842,accessories,green,xl,summer,supplierd,65.01,46.08
P000843,dresses,blue,m,summer,supplierd,64.34,107.77
P000844,dresses,blue,xs,winter,suppliera,36.36,100.16
P000845,accessories,black,xl,summer,suppliera,72.94,45.42
P000846,accessories,yellow,l,spring,supplierd,8.51,172.91
P000847,bottoms,yellow,xl,summer,supplierd,43.89,73.59
P000848,tops,blue,xl,fall,supplierd,17.2,66.43
P000849,dresses,green,xs,summer,supplierb,26.87,180.84
P000850,tops,yellow,s,spring,supplierd,7.22,144.24
P000851,tops,white,xl,summer,supplierd,46.23,106.46
P000852,accessories,white,xs,spring,supplierd,33.47,99.44
P000853,bottoms,white,xs,winter,suppliera,10.46,148.54
P000854,shoes,yellow,m,summer,supplierc,55.17,15.76
P000855,bottoms,white,m,summer,supplierc,78.67,156.41
